drug_code,drug_name,atc,drug_form,composition,excipients
44919379,OSSICODONE BRUNO*56CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,"Sfere di zucchero (saccarosio, amido di mais)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#Magnesio stearato (Ph. Eur.)#silice anidra colloidale#polivinilalcool#talco (e553b)#biossido di titanio (e171)#macrogol 3350"
34435242,OXYCONTIN*112CPR 80MG RP FL,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#idrossipropilcellulosa (e463)#biossido di titanio (e171)#macrogol#ferro ossido (e172)#indigotina (e 132)
42060172,OXICODONE ACC*20CPR 10MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
42318360,OSSICODONE AU*98CPR 5MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Lattosio monoidrato#metilidrossipropilcellulosa#povidone k30#Acido stearico#magnesio stearato (e470b)#silice anidra colloidale#polivinilalcool#biossido di titanio (e171)#macrogol 3350#talco (e553b)#indigotina lacca d’alluminio (e132)#ferro ossido giallo (e172)
34435040,OXYCONTIN*28CPR 10MG RP FL,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#idrossipropilcellulosa (e463)#biossido di titanio (e171)#macrogol
31507104,ORAMORPH*OS FL 20ML 20MG/ML,N02AA01,SOLUZIONE ORALE,morfina solfato,Disodio edetato#sodio benzoato (e211)#acido citrico (e330)#acqua depurata
41263120,OXICODONE SAND*FL100CPR40MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido giallo (e172)
42318117,OSSICODONE AU*28CPR 10MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Lattosio monoidrato#metilidrossipropilcellulosa#povidone k30#Acido stearico#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#metilidrossipropilcellulosa#peg 400#polisorbato 80 (e433)
41263017,OXICODONE SAND*10CPR 40MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido giallo (e172)
41263260,OXICODONE SAND*20CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido nero (e172)#ossido di alluminio idrato#indigotina (e 132)#giallo chinolina (e 104)
34435026,OXYCONTIN*56CPR 10MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#idrossipropilcellulosa (e463)#biossido di titanio (e171)#macrogol
42318497,OSSICODONE AU*98CPR 10MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Lattosio monoidrato#metilidrossipropilcellulosa#povidone k30#Acido stearico#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#metilidrossipropilcellulosa#peg 400#polisorbato 80 (e433)
41263132,OXICODONE SAND*10CPR 60MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido (e172)
41263118,OXICODONE SAND*FL50CPR 40MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido giallo (e172)
41263334,OXICODONE SAND*100CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido nero (e172)#ossido di alluminio idrato#indigotina (e 132)#giallo chinolina (e 104)
42060297,OXICODONE ACC*10CPR 20MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
